區域,季別,成交日,路段,編號,社區棟別,門牌,型態,交易標的,樓層,格局,坪數,總價萬,單價萬每坪,屋齡,完工年月,車位,備註
光埔重劃區,114S1,2022-01-22,埔頂一路,RPOSNLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,3房2廳2衛,51.4,2526,57.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPSSNLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號八樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,3房2廳2衛,51.4,2647,60.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPTSNLRKKIJGFAO17DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,3房2廳2衛,51.1,2659,61.2,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：113年1月26日，權利買賣契約成交價格3010萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPOPNLRKKIJGFAO98DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,3房2廳2衛,52.1,2747,62.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S2,2022-01-22,埔頂一路,RPVWMLRKKIJGFAO67DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,3房2廳2衛,52.5,2591,59.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPTRMLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,2房2廳2衛,43.1,2141,61.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPTWMLRKKIJGFAO47DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,3房2廳2衛,51.8,2546,57.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPONNLRKKIJGFAO78DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號七樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十三層,3房2廳2衛,52.1,2667,60.6,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPPONLRKKIJGFAO98DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,3房2廳2衛,52.1,2600,59.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPTONLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號八樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,3房2廳2衛,52.5,2678,60.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPSQNLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,3房2廳2衛,53.3,2582,56.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPPRNLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號八樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,3房2廳2衛,51.8,2682,60.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPQRNLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,3房2廳2衛,51.8,2694,61.2,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPRSNLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號七樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十三層,3房2廳2衛,51.4,2625,60.6,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPXNNLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號三樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,3房2廳2衛,52.1,2567,58.2,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPSPNLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,2房2廳2衛,41.4,1982,59.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPVPNLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號七樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十三層,2房2廳2衛,41.4,2074,61.8,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年8月9日，權利人無提供權利買賣契約。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPVSNLRKKIJGFAO37DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,51.1,2683,61.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPVSMLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,2房2廳2衛,43.1,2205,63.3,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：113年4月20日，權利買賣契約成交價格2920萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPQQNLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,2房2廳2衛,41.4,2110,63.3,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-23,埔頂一路,RPQSNLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,3房2廳2衛,51.4,2593,59.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S2,2022-01-23,埔頂一路,RPWNNLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,3房2廳2衛,53.4,2568,56.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPQONLRKKIJGFAO09DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,3房2廳2衛,52.1,2643,59.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPPQNLRKKIJGFAO56DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,2房2廳2衛,41.4,2091,63.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPQRMLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,2房2廳2衛,43.1,2080,59.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPPSMLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,2房2廳2衛,43.1,2186,62.4,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPUNNLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,3房2廳2衛,52.1,2739,62.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPSPMLQJJHKGFAO98DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,2房2廳2衛,41.4,2100,63.3,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-24,埔頂一路,RPVRNLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,3房2廳2衛,51.3,2730,62.1,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：113年1月28日，權利買賣契約成交價格3060萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPWRNLRKKIJGFAO37DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,3房2廳2衛,52.6,2554,56.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPUSNLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十三層,3房2廳2衛,51.4,2671,61.5,-2.9,2024-12-11,坡道平面,預售屋共有人間權利轉售，讓售日期：113年7月30日，連前權利全部，權利買賣契約成交價格2671萬元整。預售屋、或土地及
光埔重劃區,114S1,2022-01-25,埔頂一路,RPQSMLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十三層,2房2廳2衛,43.1,2196,62.7,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPRNNLRKKIJGFAO09DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,3房2廳2衛,51.8,2682,61.2,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPUONLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,3房2廳2衛,52.5,2690,61.2,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPXONLRKKIJGFAO17DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,3房2廳2衛,51.6,2747,62.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPWPNLRKKIJGFAO17DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,2房2廳2衛,41.4,2063,62.1,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年9月11日，權利買賣契約成交價格2450萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPURNLRKKIJGFAO17DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,3房2廳2衛,51.8,2730,62.1,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：111年8月20日，權利買賣契約成交價格2750萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPWSNLRKKIJGFAO47DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十二樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,3房2廳2衛,51.8,2686,62.1,-2.9,2024-12-11,坡道平面,1.預售屋權利轉售，讓售日期：111年6月15日，權利買賣契約成交價格2886萬元整。2.預售屋權利轉售，讓售日期：11
光埔重劃區,114S1,2022-01-25,埔頂一路,RPXSNLRKKIJGFAO57DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,3房2廳2衛,51.4,2688,61.9,-2.9,2024-12-11,坡道平面,交易總價2696萬，折讓金額8萬，折讓原因:原交易總價含傢俱，選擇退傢俱，折總價。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-25,埔頂一路,RPPSNLRKKIJGFAO76DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,3房2廳2衛,51.4,2560,59.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPSSMLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,2房2廳2衛,43.1,2205,63.0,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：113年8月15日，權利買賣契約成交價格2205萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPTNNLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,52.5,2726,61.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPWONLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,52.1,2735,61.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPXPNLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號九樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,2房2廳2衛,41.4,2072,62.4,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：113年2月29日，權利買賣契約成交價格2085萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPORMLRKKIJGFAO09DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號三樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,2房2廳2衛,42.7,2080,59.4,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-26,埔頂一路,RPXSMLRKKIJGFAO47DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,2房2廳2衛,43.1,2205,63.3,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
